route_id,service_id,trip_id,direction_id,block_id,shape_id,direction,wheelchair_accessible,schd_trip_id
Red,108009,802485953481,0,80022486237,308000008,0,1,R907
Red,108009,802485953482,1,80022486237,308000008,1,1,R907
Red,108009,802485953491,0,80022486239,308000008,0,1,R809
Red,108009,802485953492,1,80022486239,308000008,1,1,R809
Red,108009,802485953501,0,80022486244,308000008,0,1,R813
Red,108009,802485953502,1,80022486244,308000008,1,1,R813
Red,108009,802485953511,0,80022486238,308000008,0,1,R816
Red,108009,802485953512,1,80022486238,308000008,1,1,R816
Red,108009,802485953521,0,80022486240,308000008,0,1,R814
Red,108009,802485953522,1,80022486240,308000008,1,1,R814
Red,108009,802485953531,0,80022486241,308000008,0,1,R908
Red,108009,802485953532,1,80022486241,308000008,1,1,R908
Red,108009,802485953541,0,80022486230,308000008,0,1,R817
Red,108009,802485953542,1,80022486230,308000008,1,1,R817
Red,108009,802485953551,0,80022486232,308000008,0,1,R909
Red,108009,802485953552,1,80022486232,308000008,1,1,R909
Red,108009,802485953561,0,80022486231,308000008,0,1,R912
Red,108009,802485953562,1,80022486231,308000008,1,1,R912
Red,108009,802485953571,0,80022486234,308000008,0,1,R910
Red,108009,802485953572,1,80022486234,308000008,1,1,R910
Red,108009,802485953581,0,80022486233,308000008,0,1,R810
Red,108009,802485953582,1,80022486233,308000008,1,1,R810
Red,108009,802485953591,0,80022486235,308000008,0,1,R913
Red,108009,802485953592,1,80022486235,308000008,1,1,R913
Red,108009,802485953601,0,80022486280,308000008,0,1,R812
Red,108009,802485953602,1,80022486280,308000008,1,1,R812
Red,108009,802485953611,0,80022486239,308000008,0,1,R922
Red,108009,802485953612,1,80022486239,308000008,1,1,R922
Red,108009,802485953621,0,80022486240,308000008,0,1,R814
Red,108009,802485953622,1,80022486240,308000008,1,1,R814
Red,108009,802485953631,0,80022486242,308000008,0,1,R924
Red,108009,802485953632,1,80022486242,308000008,1,1,R924
Red,108009,802485953641,0,80022486244,308000008,0,1,R911
Red,108009,802485953642,1,80022486244,308000008,1,1,R911
Red,108009,802485953651,0,80022486243,308000008,0,1,R824
Red,108009,802485953652,1,80022486243,308000008,1,1,R824
Red,108009,802485953661,0,80022486231,308000008,0,1,R925
Red,108009,802485953662,1,80022486231,308000008,1,1,R925
Red,108009,802485953671,0,80022486233,308000008,0,1,R816
Red,108009,802485953672,1,80022486233,308000008,1,1,R816
Red,108009,802485953681,0,80022486234,308000008,0,1,R825
Red,108009,802485953682,1,80022486234,308000008,1,1,R825
Red,108009,802485953691,0,80022486235,308000008,0,1,R826
Red,108009,802485953692,1,80022486235,308000008,1,1,R826
Red,108009,802485953701,0,80022486244,308000008,0,1,R828
Red,108009,802485953702,1,80022486244,308000008,1,1,R828
Red,108009,802485953711,0,80022486242,308000008,0,1,R815
Red,108009,802485953712,1,80022486242,308000008,1,1,R815
Red,108009,802485953721,0,80022486243,308000008,0,1,R811
Red,108009,802485953722,1,80022486243,308000008,1,1,R811
Red,108009,802485953731,0,80022486236,308000008,0,1,R912
Red,108009,802485953732,1,80022486236,308000008,1,1,R912
Red,108009,802485953741,0,80022486280,308000008,0,1,R827
Red,108009,802485953742,1,80022486280,308000008,1,1,R827
Red,108009,802485953751,0,80022486239,308000008,0,1,R922
Red,108009,802485953752,1,80022486239,308000008,1,1,R922
Red,108009,802485953761,0,80022486240,308000008,0,1,R913
Red,108009,802485953762,1,80022486240,308000008,1,1,R913
Red,108009,802485953771,0,80022486238,308000008,0,1,R829
Red,108009,802485953772,1,80022486238,308000008,1,1,R829
Red,108009,802485953781,0,80022486241,308000008,0,1,R914
Red,108009,802485953782,1,80022486241,308000008,1,1,R914
Red,108009,802485953791,0,80022486231,308000008,0,1,R924
Red,108009,802485953792,1,80022486231,308000008,1,1,R924
Red,108009,802485953821,0,80022486232,308000008,0,1,R926
Red,108009,802485953822,1,80022486232,308000008,1,1,R926
Red,108009,802485954081,0,80022486236,308000008,0,1,R914
Red,108009,802485954082,1,80022486236,308000008,1,1,R914
Red,108009,802485954091,0,80022486238,308000008,0,1,R813
Red,108009,802485954092,1,80022486238,308000008,1,1,R813
Red,108009,802485954101,0,80022486241,308000008,0,1,R923
Red,108009,802485954102,1,80022486241,308000008,1,1,R923
Red,108009,802485954111,0,80022486235,308000008,0,1,R903
Red,108009,802485954112,1,80022486235,308000008,1,1,R903
Red,108009,802485954191,0,80022486240,308000008,0,1,R906
Red,108009,802485954192,1,80022486240,308000008,1,1,R906
Red,108009,802485954461,0,80022486244,308000008,0,1,R905
Red,108009,802485954462,1,80022486244,308000008,1,1,R905
Red,108012,802485957611,0,80022486273,308000008,0,1,R926
Red,108012,802485957612,1,80022486273,308000008,1,1,R926
Red,108012,802485957621,0,80022486247,308000008,0,1,R823
Red,108012,802485957622,1,80022486247,308000008,1,1,R823
Red,108012,802485957631,0,80022486255,308000008,0,1,R824
Red,108012,802485957632,1,80022486255,308000008,1,1,R824
Red,108012,802485957641,0,80022486260,308000008,0,1,R825
Red,108012,802485957642,1,80022486260,308000008,1,1,R825
Red,108012,802485957651,0,80022486271,308000008,0,1,R826
Red,108012,802485957652,1,80022486271,308000008,1,1,R826
Red,108012,802485957661,0,80022486265,308000008,0,1,R829
Red,108012,802485957662,1,80022486265,308000008,1,1,R829
Red,108012,802485957671,0,80022486261,308000008,0,1,R827
Red,108012,802485957672,1,80022486261,308000008,1,1,R827
Red,108012,802485957681,0,80022486249,308000008,0,1,R828
Red,108012,802485957682,1,80022486249,308000008,1,1,R828
Red,108012,802485957691,0,80022486269,308000008,0,1,R922
Red,108012,802485957692,1,80022486269,308000008,1,1,R922
Red,108012,802485957701,0,8002248627610,308000008,0,1,R923
Red,108012,802485957702,1,8002248627610,308000008,1,1,R923
Red,108012,802485957741,0,80022486276,308000008,0,1,R925
Red,108012,802485957742,1,80022486276,308000008,1,1,R925
Red,108012,802485958001,0,80022486258,308000008,0,1,R822
Red,108012,802485958002,1,80022486258,308000008,1,1,R822
Red,108015,802485953801,0,80022486232,308000008,0,1,R925
Red,108015,802485953802,1,80022486232,308000008,1,1,R925
Red,108015,802485953811,0,80022486233,308000008,0,1,R816
Red,108015,802485953812,1,80022486233,308000008,1,1,R816
Red,108015,802485953831,0,80022486280,308000008,0,1,R825
Red,108015,802485953832,1,80022486280,308000008,1,1,R825
