route_id,service_id,trip_id,direction_id,block_id,shape_id,direction,wheelchair_accessible,schd_trip_id
1,65901,6590000185020,1,659000002731,65908085,North,1,185020
1,65901,6590000212020,1,659000002731,65908085,North,1,212020
1,65901,6590001279020,1,659000002707,65908085,North,1,1279020
1,65901,6590002790020,1,659000002639,65908085,North,1,2790020
1,65901,6590004708020,0,659000002726,65906351,South,1,4708020
1,65901,6590004965020,0,659000002615,65906351,South,1,4965020
1,65901,6590005958020,0,659000002728,65906351,South,1,5958020
1,65901,6590006726020,0,659000002727,65906351,South,1,6726020
1,65901,6590007160020,1,659000002724,65908085,North,1,7160020
1,65901,6590007414020,0,659000002659,65906351,South,1,7414020
1,65901,6590008150020,1,659000002732,65908085,North,1,8150020
1,65901,6590008986020,0,659000002615,65906351,South,1,8986020
1,65901,6590009611020,1,659000002726,65908084,North,1,9611020
1,65901,6590010475020,1,659000002729,65908085,North,1,10475020
1,65901,6590010920020,0,659000002726,65906351,South,1,10920020
1,65901,6590010963020,0,659000002729,65906351,South,1,10963020
1,65901,6590012012020,0,659000002731,65906351,South,1,12012020
1,65901,6590012042020,1,659000002725,65908085,North,1,12042020
1,65901,6590015134020,0,659000002707,65906351,South,1,15134020
1,65901,6590015175020,0,659000002724,65906351,South,1,15175020
1,65901,6590016194020,1,659000002729,65908085,North,1,16194020
1,65901,6590016331020,0,659000002724,65906351,South,1,16331020
1,65901,6590016342020,0,659000002707,65906351,South,1,16342020
1,65901,6590016908020,1,659000002733,65908085,North,1,16908020
1,65901,6590017760020,1,659000002724,65908085,North,1,17760020
1,65901,6590017839020,1,659000002542,65908084,North,1,17839020
1,65901,6590017912020,1,659000002728,65908085,North,1,17912020
1,65901,6590019371020,1,659000002707,65908085,North,1,19371020
1,65901,6590019865020,0,659000002725,65906351,South,1,19865020
1,65901,6590020141020,0,659000002733,65906351,South,1,20141020
1,65901,6590020512020,1,659000002725,65908084,North,1,20512020
1,65901,6590020734020,1,659000002727,65908085,North,1,20734020
1,65901,6590021538020,1,659000002725,65908085,North,1,21538020
1,65901,6590022559020,0,659000002727,65906351,South,1,22559020
1,65901,6590022742020,0,659000002639,65906351,South,1,22742020
1,65901,6590023979020,1,659000002732,65908085,North,1,23979020
1,65901,6590024407020,0,659000002729,65906351,South,1,24407020
1,65901,6590024636020,0,659000002659,65906351,South,1,24636020
1,65901,6590025899020,1,659000002733,65908085,North,1,25899020
1,65901,6590028076020,1,659000002727,65908084,North,1,28076020
1,65901,6590028848020,0,659000002639,65906351,South,1,28848020
1,65901,6590029540020,1,659000002659,65908085,North,1,29540020
1,65901,6590029715020,1,659000002639,65908085,North,1,29715020
1,65901,6590029968020,0,659000002732,65906351,South,1,29968020
1,65901,6590031161020,0,659000002732,65906351,South,1,31161020
1,65901,6590033247020,0,659000002733,65906351,South,1,33247020
1,65901,6590034751020,1,659000002726,65908085,North,1,34751020
